Dobromi³a;¯dzenicki
Ciechos³awa;Morenberg
Nadzieja;Langwald
Ilia;Biegarczyk
Goœcis³awa;Bajdusz
Marianna;Bie³okurow
Liza;Tyczar
Klara;Fa³at
Kryspina;Waprzko
Jaros³awa;Krzemczak
Bo¿ena;Lunic
Tomira;Bieroñ
Irma;Lize
Elwira;Œniatek
Justyna;Voves
Jarmi³a;Ma³agowicz
Arleta;Czechor
Isaura;Polewaczak
Zbys³awa;Potaszuk
Rebeka;Speiser
Adria;Huhrak
Lora;Ore³ko
Oda;Hacker
S³awa;Sypior
Ismena;Zikert
Kasjana;Baudu³a
Wiwanna;Hawarczak
Ludmi³a;Kukiulak
Wszebora;Lukowic
Sawa;Zgañska
Karolina;Kurpicz
Pulcheria;Gawêndka
Mindora;Nowoczyn
Klaudia;Ksiê¿yn
Radzis³awa;Bartoski
Laura;Turustowska
Erwina;Patucha
Asteria;Gambezow
Dobromira;Tomaœ
Laurencja;Pakasz
Roœcis³awa;Kamienosow
Seweryna;Marciniak
Iwa;Sartycz
Taida;Œwiecarz
Mindora;Homieñczuk
Zenona;Finkiel Zdrojewicz
Samuela;Dzieciochowicz
Mi³os³awa;H³adziuk
Les³awa;Kamke
Ifigenia;S³abczak
Zenona;Szygieda
Biruta;Kancelista
Mirabella;Jakrz
Sofia;Fornicki
Czcibora;Antoszczyszyn
Inga;Suty³a
Romualda;Riadow
Sydonia;Schroetter
Helena;Opasa³
Szymoneta;Kreszyñska
Donata;Pochala
Pia;Obrzezkiewicz
Karina;Korachowska
Julianna;Gosciñski
Renata;Œniedziowski
Teodora;Harenzga
Oliwia;Bollin
Lechos³awa;Czerewaty
Talita;Dziemiaszko
El¿bieta;Pura
Januaria;Maszkot
Marlena;Skrebutan
Ramona;Paeler
Julia;Kawa³czuk
Œwiêtomira;Sobiek
Bazylissa;Kuder
Mironiega;Rzewólski
Luiza;Jarmocik
Sabina;Franzlik
Kamila;Poœniak
Eudoksja;Syczew
Geraldyna;Ryga³³o
Judyta;Dropko
Wenesa;Nerêg
Kornelia;Niekraszewicz
Kira;Bukarowicz
Marlena;Miedlich
Ingrida;Krawczyk
Józefa;Sz³abowicz
Augusta;Pysa
Krystiana;Lubianiak
Hiacynta;Lancberg
Bryda;Tarandudiew
Bo¿ys³awa;Radzaj
Marzena;Piecusiak
Zygfryda;Chwesiak
Marita;Szupryciñski
Metoda;Czy¿elski
Angelika;Miœkoniec
Georgia;£yseñka
Oriana;Czachóra
Nimfa;Jeleniejewska
Martyna;Scis³owicz
Inga;Lukoszek
Aniceta;Klinkusz
Zenona;£atuszkin
¯alina;Gryblewski
Dagna;Mochtyl
Ita;Grabisch
Aspazja;Mi¿o³emski
Kordula;Traszkowska
Petronela;Jed³owski
Raissa;¯arnecki
Lucylla;Oniœk
Konrada;Bernaj
Lena;Nasiegniewski
Ludomi³a;Dzimida
Emanuela;Szrubienas
Mina;Poczkajski
Fortunata;Wójcieszak
Ingeborga;Flatak
Magdalena;Poczwiardowski
Aspazja;Wendziñski
Prakseda;Salassa
Ifigenia;Darsnik
Szeliga;Celmiñski
Rajmunda;Cetnarczuk
Ditta;Gêgawa
Aisza;Lepiórz
Nikita;Wermunt
Albertyna;Bogaliñski
Leonida;Sidorownin
Ariadna;Anczyñski
Witos³awa;Jachiniak
Sabina;Petricka
Szeliga;Hojnisz
Huberta;Kurbañski
Ditta;Cukni
Martyna;Rochcicka
Angelina;Sanktoñ
Sewera;Halapup
Toska;Palenko
Bartolomea;Bahalska
Michalina;Zöllner
Dagna;Do³¿yñski
Mœcis³awa;Cierebiej
Tekla;Marnaj
Mirella;Derkan
Rados³awa;Krzywón
Juda;£a¿nia
Euzebia;K³oszewicz
Iwona;Biba
Kaja;Sztandarowski
Lilla;Nieckula
Ismena;Bierfrend
Agrypina;Narañda
Bernadetta;Weintrit
Ramona;Koniecke
Zofia;Chochorowski
Ksenia;Chain
Olimpia;Awstryc
Beata;Sródziñski
Telimena;Dolej
Celestyna;Seibel
Mironiega;Ochud³o
Mieczys³awa;Wêzina
Beda;Kargula
Serafina;Nieœmiertelna
Julianna;Bêkarski
Potencjana;Gatnar
Gabriela;Monasterski
Pelagia;Czapligo
Miriam;Sagañ
Kwiryna;Siwiak
Helena;Myrtner
Afrodyta;Prze³oŸny
Saturnina;Futona
Rados³awa;Kiszkarewicz
Berenike;Hartmeñski
Ismena;Szmonia
Marina;Haweto
Enema;Dyrmejko
Euzebia;Palutka
Kaja;Ploskot
Patrycja;Kuczuk
Angelika;Elwirski
Zofia;Bielusek
Wyszeniega;Wojta³ek
Gracja;Terzyk
Boguwola;Brzoszczak
Emerencja;Kindljan
Kosma;Wiltowski
Cyntia;Dowgi³o
Afrodyta;Kudrejko
Zdzis³awa;Szuszert
Amiceta;Sto³owicz
Kordelia;Pracowski
Pêcis³awa;Tomerski
Rozyna;Zapa³owicz
Fabiola;Kirstain
Gallina;Futterlib
Franciszka;Klechammer
Areta;Taurel
Koleta;Fedorów
Chwalis³awa;Poziorski
Sandra;Redna
Sebastiana;Konakowska
Szarlota;Bêdykowski
Adriana;Sachmerda
Samanta;Betoñski
Gerarda;Astapionok
Alberta;Trojenowicz
Lidia;Goldkorn
Siecies³awa;Rz¹cz
Bronis³awa;Knajski
Liliana;Fularz
Wirginia;Wojtaczak
Roma;Lynart
Wojciecha;Kocimiewska
Izolda;Siewiczek
Iwona;Fidokowicz
Demetria;Wilmanowicz
¯aneta;Wójciukiewicz
Iwa;P³yszewski
Fryderyka;Pochadza³a
Modesta;Ka³aminiak
Rufina;Damys³owska
Madlena;Wowrzyc
¯egota;Hansson
Gra¿yna;Ho³obiczko
Koleta;Brygielewicz
Magda;Magdzia
Enema;Arabucki
Dagmara;Andziejuk
Marcjanna;Bigdas
Alina;Ganczyk
Amanda;Woitowicz
Stronis³awa;Chacler
Samanta;Cwolek
Tomis³awa;Horo¿añski
Agnieszka;Halfaf
Wies³awa;Nusbaum
Boguta;Konobel
Maryla;Te³eñko
Marietta;Kryworuczko
Dalia;Raksinowicz
Roberta;Skarpek
Zyta;Matiuszczak
Liberata;Sukow
Benedykta;Gêbol
Romualda;Mo³drzukowski
Zenona;Bodetko
Matylda;Baukus
Wiwanna;Piekniewski
Lubomira;Józefuœ
Lechos³awa;Fidalski
Ludmi³a;£okocik
Radomi³a;Jarzynkowski
Liberata;Pecek
Bernardeta;Kaczperczyk
Ludgarda;Mustyniec
Celestyna;Hendrichs
Alicja;Stal
Paulina;Chomuntowski
Ramona;Hromiak
Przec³awa;Szczyge³
Sylwia;Kurcz-Kurczewska
Amalia;Zygrzerska
Adria;Jojczuk
Sulis³awa;£akiszyk
Aleksandra;Anoszczenko
Julianna;Przy¿ecki
Georgia;Imieniarek
Edmunda;Propadalo
Sulis³awa;Gryglik
Bratumi³a;Bizikiewicz
Gryzelda;K³aptaj
Kordelia;Opaszak
Genowefa;Bachañ
Eliga;Tymoszczuk
Lucylla;Scheichel
Benedykta;Syrotkin
Œwiêtochna;Mynte
Eleonora;Godlecka
Aspazja;Moskat
Ligia;Lichoschik
Sawa;Damielska
Lucjola;Gutterman
Bolis³awa;Masiul
Alina;Prokopczewska
Marita;Gauszak
Dajana;F¹dasiewicz
Bernardeta;Krubus
Rafaela;Sachyra
Adelina;Kosylarz
Brygida;Kujdewicz
Stanis³awa;Blendler
Ignacja;Zo³yniak
Klaudyna;Zabierzanek
Sobies³awa;Szwejger
Ryszarda;Majdrowski
Zora;Wo³owczuk
Paula;Makrusik
Ignacja;Rysiñski
Kinga;Ko³bosz
Zdzis³awa;Korajke
Flawia;Piepiórka
Leokadia;Minger
Toma;Serdyszyn
Sieros³awa;Buk³aho
Ida;Wielkos
Huberta;Graja
Domas³awa;Anatol
Ewelina;Œluszarz
Sulimiera;Jacewicka
Aldona;Nofski
Blandyna;Pieczar
Beatrycze;Tierientiew
Wiwanna;B³aszcyk
Dobros³awa;Rykaczewski
Hermina;Horaszko
Sandra;Dahl
Berenika;Halbiniak
Boñcza;Cechelt
Przemys³awa;Butrukowicz
Zygfryda;Bochem
¯aklina;Józwiak
Olga;Hundert
Wojciecha;Wirzinkiewicz
Gustawa;Ryd³oñ
Tacjana;Dreksel
Szeliga;Hiksz
Wiêces³awa;Cieszowic
Aurela;Skublin
Leonida;Rosoliñski
Eufemia;Ekmann
Alojza;Szwajewski
Zefiryna;Nieczytai³ow
Józefina;Rygaziewicz
Sandra;Hapon
Bernardeta;Glombica
Ludwika;Orbic
Aida;H³adka
El¿bieta;Gog³oska
Dalida;Grajczarek
Liza;Lisienowicz
Domis³awa;Gecejna
Benita;Kwanta
Godzis³awa;Wolowiak
Inez;Felszar
Patrycja;Gudermajer
Jakobina;Strzeniecka
Renata;Sielak
Wiera;Osieczek
Leopoldyna;Raiñczuk
Kordula;Gawans
Emerencja;Filinowska
Imis³awa;£abatczuk
Aurelia;Guethner
Godzis³awa;Gantarska
Tomis³awa;P¹czków
Pêcis³awa;Wójik
Maryna;Galbik
Heloiza;Torus
Maja;Sarna
Weronika;Wo³asiak
Wszebora;Beb³ociñski
Waleria;Le¿aj
Ludomi³a;Bóraczyñski
Domas³awa;Kantorek
Aniceta;Milato
Boguwola;Herdyñski
Anatolia;Terkowski
Roma;Gottowt-Wojszwi³³o
Klarysa;Haro¿a
Lolita;Blewaski
Godzis³awa;Azyan
Atanazja;Inoszewska
Jakobina;Kloszyñska
Tadeusza;Sznajda
Wojs³awa;Slisyngier
Bogus³awa;Wojtarek
Amanda;Strzêpniak
Galla;Szeku³owski
Rita;Kowalczik
Berenike;Gaduliñska
Zelmira;Dumeracki
Bo¿ys³awa;Swibrutowicz
Radomi³a;Tapolska
Nadia;Stopniewicz
Fabiola;Zinczyñ
Halka;Adamowiec
Goœcis³awa;Spiekermann
Rena;K³obuczar
Tomis³awa;¯berek
Maria;Badzi¹kowska
Joachima;Memdocha
Iga;Pozorini
Anita;Nowak-Zió³kowska
Wenesa;Kondriatiuk
Anatolia;Hegemejer
Gabriela;Toropa
Wis³awa;Szreymann
Waleriana;Schiffer
Galla;Kohsling
Cezara;£aurajtis
Antonina;Achmatowicz-Szmajke
Sobies³awa;Kiêdziela
Florentyna;Semotiuk
Pryscylla;Szetlak
Marzena;Wirstniuk
Leopoldyna;Prozarowska
Natasza;Bielanny
Salomea;Lubliner
Asteria;Skrzes
Hiacynta;WoŸnieszczyk
Wiwanna;Papalla
Hanna;Wawel
Felicja;Bakularz
Angelina;Torin
Ilza;Rachtyga
Gracjana;Ryznyk
Milenia;Gar³at
Daria;Gas³awski
Anastazja;Wósik
Kamelia;Ob³okowski
Filomena;Ruszil
Kwiryna;Szczodróch
Lechos³awa;Labusge
Delfina;Gromotowska
Ciechos³awa;Kielaœ
Epifania;Pingel
Pia;Ana³owicz
Longina;Bodetka
Mindora;Kopo³
Jurata;Sieliwierstow
Stefania;Bandulski
Afrodyta;Ska³eczna
Wis³awa;Ciatarska
Felicyta;Kizinczuk
Niegos³awa;Kurelak
W³oœcis³awa;Siemniñski
Joachima;Welfle
Marita;Uljaszow
Agnieszka;Cirzyñska
Karina;B¹dzek
Bronis³awa;Bongielska
Leonia;Mientkowski
Taida;Przedziek
Orchidea;Nazzari
Julita;Pichnia
Wilhelmina;Bujeczko
Rachela;Cypcar
Zefiryna;Lawêdziak
Wiêces³awa;GoŸmirski
Ludomira;Kaza
Ilia;Stobienicka
Pelagia;Bamera
Bernardyna;S³aton
Linda;Przystawko
Lea;Semirowski
Ingrid;Harenczuk
Magdalena;Miszkierka
Fryderyka;Czepluch
Aurela;B¹dalewicz
Maura;Be³towicz
Hortensja;Kilewicz
Teodozja;Kisi³ek
Beatrycze;Moska³ów
Liza;Maszorek
Witos³awa;Futryn
Olga;Skoczki
Manfreda;Zymek
Ksenia;Kudosz
Ifigenia;Lupiñski
Sabina;Poni¿yñski
Aneta;Fortysiak
Lubomira;Kuciek
Beatrycze;Ligezowska
Samuela;Choruza
Ozanna;Dziu³owicz
Gloria;Ryschka
Czes³awa;Golosek
Krystiana;Cesul
Ilza;Szokalak
Trzebis³awa;Stalony-Dobrzañski
Ksaweryna;Saranis
Wierzchos³awa;Kórnicz
Fausta;Modrakiewicz
Heloiza;Kieczyñski
Iwona;Mielincka
Dagna;Sendrewicz
Roksana;Jasiurka
Wierzchos³awa;Bagunicki
S³awomira;Ratuszczak
W³odzis³awa;Lekszycki
Zuzanna;Teodziecki
Rudolfa;Biechsza
Emanuela;Hnatczyszyn
Leokadia;Gó³ek
Niemira;Kilimczak
Cecylia;Trêtowski
Eudokia;Gangnus
Bo¿ena;Wodausch
Zyta;Goncian
Julietta;Rz¹czkiewicz
Mindora;DŸwigorz
Magdalena;Debes
Leopoldyna;Go³êbowicz
Ariadna;Petnal
Inga;Hodt
Lubomi³a;Mo¿dzen
Swiet³ana;Tadkowski
Neomi³a;Gawlia
Weronika;Dyrla
W³odzis³awa;Rinner
Luiza;Itner
Joanna;Zawitkowski
Dyzma;Gwizdo³a
Angelika;Lubatyñski
Wrócis³awa;Banerycz
Malina;Ka³mu¿ny
Nikita;Najzgier
Natalia;Mat³uch
Aurora;Pasiewicz
Wszebora;Cenajek
Beda;Martysewicz
Barbara;Stanierz
Julietta;Zygward
Œwiêtomira;Bisztynek
Alfreda;Nan
Dobrawa;Biruœ
Filomena;Mitmañski
Ludomira;Dajwa
Lechos³awa;Piercha³a
Atanazja;Kaplon
Zula;Koszów
Dobrawa;Michaczewska
Aniceta;Kaczmar vel Kaczmarek
Ifigenia;Chripunow
Waldemara;¯uksik
Bêdzis³awa;Hausch
Berenike;Alikow
Marzena;Maciukowski
Pelagia;Kociok
Wiktoryna;Mutkowski
Sara;Borczawska
Kornelia;Materkas
Hildegarda;Rewizor
Raissa;Wyga
Zenobia;Jarnunkiewicz
Leonarda;Topolan
Wac³awa;Krókowski
Wilma;Piechociak
Warwara;Zydorowicz
Tworzys³awa;Tereszko
Ró¿a;Cetkowski
Adolfa;Brendecki
Joanna;Rosjan
Barbara;Prêtkopowicz
Jaros³awa;Winczenko
Wincentyna;Borusowski
Dobrawa;Szczuciñski
Manuela;Klieman
Teodoryka;Korcz
Izyda;Nagibauer
Kunegunda;Dy¿narowska
Jagoda;Wasztaj
Kesja;Rubinsztein
Marta;Torelik
Marta;Umlaut
Magdalena;S¹¿añska
Ksymena;Szatunow
Aida;Iwotko
Zelmira;Fryngiel
Drogos³awa;Zdzierla
Ariela;Polaszczyk
Aldona;Pierzga
Aurelia;Kuœba
Laza;Brytan
Ilona;Koportowski
Ligia;Biegunowska
Marzena;Dopke
Aurora;Chame³ka
Waldemara;Zadyberny
Benedykta;Persel
W³odzis³awa;Zonik
Domos³awa;Trujiæ
Wrzes³awa;Narusz
Wiktoryna;Tarda
Marzanna;Szyszej
Gabriela;Brz¹d
Greta;Taba³
W³oœcis³awa;Wachowski
Marlena;Skoczurzyñski
Bohdana;Bêzak
Marta;Klejzner
Alicja;Gmiza
Eryka;Haleba
Franciszka;Mikiñski
Marina;Sudasiewicz
Kamelia;Grymberg
Fabiola;Puwko
Lucyna;Ka³yñ
Orchidea;Wojnowicz
Kasjana;Fontana
Leonarda;Mahmood
Grzymis³awa;Harmanowski
Nora;Delar
Rachela;Hornowski
Adela;Wiskunowicz
Pulcheria;Bardoñ
Kunegunda;Bielakiewicz
Imis³awa;Kurr
Karola;Zwojewski
Ida;Paciara
Afrodyta;Dzegniuk
Aniela;Olwig
Herminia;Patre
Kleopatra;Maczewski
Adelajda;£omeæ
Lamberta;Rozota
Herminia;Ternik
Abigail;Honorkiewicz
Nora;Brdakowski
Teresa;Dobrzaniecki
Izabella;Klinge
Emanuela;Andelt
Wiktoria;Wójcikiewicz
Marina;£oniœ
Ilona;Funtasiewicz
Pryska;Ismonowicz
Zygfryda;Mizia³a
¯ywia;Szalony
Krzysztofa;Chwodczuk
Tacjanna;Fync
Leontyna;Garaczow
Adriana;Stojcys
Lea;Prowucka
Hiacynta;Oganian
Iga;Fangor
Wac³awa;Kornopiel
Wiola;Marz¹tka
Leopolda;Przewiêlikowski
Gabriela;Samu³czyk
Oksana;Trefiñska
Diomeda;Szlaszewski
Teresa;Weychan
Dezyderia;Telma
Józefina;Paukowska
Marietta;Odachowski
Barbara;Steigert
Zawisza;Rachman
Bazylissa;Szmul
Chwalis³awa;Marcoch
Domis³awa;Kuciejska
Natalia;Meland
Lukrecja;Jurc
Berta;Miakinnik
Bartolomea;Zwiór
Gabriela;Smykiel
Dobies³awa;Chachiel
Kwiatos³awa;Maszniguc
Anatolia;Chl¹stawa
Eleonora;Tochonicz
Tamara;Gazga
Grzymis³awa;Benec
Diana;Koprowicz
Prakseda;Wiltych
Augustyna;Klepsch
Karolina;Melnarowicz
Justyna;Oberlajtner
Konstancja;Gorgos
Ingeborga;Make
Helena;Marcinkon
Mira;Furowska
Sawa;Dy¿ewski
Tworzys³awa;Fra³a
Mechtylda;Worenciak
Eudoksja;Majos-Majewski
Magda;Turkula
Rajmunda;Myszer
Dobromira;Papita
£ucja;Mogalska
Krzesis³awa;BŸdziuch
Dalida;Danielzik
Fausta;Dejcz
Modesta;Kizler
Chwalis³awa;Kocupyr
Greta;Jaronia
Angelina;Falaszyñski
Bohdana;Bachorzyk
Wiêcemi³a;£y¿na
Kamila;Feliksy
Nina;Szpata
Lucjola;Pastowski
Renata;Kroen
Gra¿yna;Kamphausen
Liliana;Wartecki
Lea;Popowczak
Olga;Gryzboñ
Sabina;KuŸnianka
Dominika;Hami
¯aneta;Kosêda
Leonia;Igniaczak
Marina;Kordolska
Chwalimira;£adej
Adelajda;Bajdia
Gerarda;¯ninkowska
Hermina;Jozwin
Fausta;Lincer
Œwiêtos³awa;Jeneczko
Ingrida;Gleiech
Maura;Pohulaj
Marta;Alwast
Maja;Bulak
Dajana;Eusminger
Salome;Drahowicz
Greta;Pluszczyk
Wiera;Tarniowa
S³awa;Szczerbalko
D¹brówka;Mostowa
Bogdana;Zarwas
Kwiryna;Fió³ka
Rachela;Miê¿alski
Mieczys³awa;Parkitna
Emiliana;Trzpiel
Nonna;Layman
Œwiêtochna;Sioraga
Balbina;Siamkiewicz
Adamina;Studziba
Aleksandra;Samelczak
Olga;Kukrzycka
Justyna;Suru¿on
Asteria;Matysik
Lucja;Ablass
Michalina;Ziemiechód
Marlena;Ert-Eberdt
Greta;Zele¿ik
Wrócis³awa;Bezoki
Adrianna;Jêdraszczyk
Greta;Kurczewicz
Anatolia;Zundel
Hipolita;Sawko-Limar
S³awomira;Kraucki
Izabela;Felburt
Samuela;Szyreñ
Carmen;Butczyn
Eunika;Szymeczka
Ludwika;Puzuk
Dobros³awa;Koleœników
Hilaria;Pêkola
Krystyna;PaŸdzieñska
Lucyna;Igla
Jagoda;Trzpit
Miriam;Bondoch
Marietta;Nagierecki
Sabina;Sliwirski
Eudokia;Przemyszkiewicz
Mieczys³awa;Puwaszewicz
Eufrozyna;Osa³
Niemira;¯elich
Domas³awa;Gardyza
Oriana;Kurodziel
Huberta;Czwolej
Marita;Grabeus
Jarema;Lendecki
Pulcheria;Handzak
Maria Magdalena;Karszewski
Lilianna;£ogwinik
Jarema;Gierlacki
Erazma;Dywarska
Izolda;Prosal
Siecies³awa;Ar¿aniewicz
Wis³awa;Gurewicz
Cecylia;Kojalidis
Flora;Zyferd
Cecylia;Gutral
Wierzchos³awa;Lilka
Albertyna;Wawrza³a
Eudoksja;Sopotuch
Iwetta;Skerczyñski
Salomea;Kazowski
Blanka;Badyk
Arleta;Spirnek
Rudolfina;Wolfger
Bo¿ys³awa;Budeñ
Romana;Kazoniecka
Heloiza;Frantzka
Lucjola;Œciuk
Berenika;Krokier
Florentyna;Renkiewicz
Adria;Girdo
Dina;Biger
Renata;Gretzich
Bratumi³a;£odko
Gra¿yna;Jechno
Leontyna;Domb
Eliga;Borzon
Anna;Bo³aska
Emerencja;Kuczapa
Amanda;Skoblowski
Petronela;Gog³uski
Marianna;Novotna
Witolda;Maral
Lucjola;Ta³ach
Konradyna;Kauza
Rebeka;Karniewski
Paloma;Œmigarski
Ingrida;Brenig
Rafaela;Chuto
Loda;Mentz
Faustyna;Fiduñski
Hildegarda;Kotniszko
Konstancja;Kosztulski
Zyta;Surowka
Warwara;Gojski
Eudokia;Mi³os
Katarzyna;Hakuc
Wszebora;Wyrwik
Sandra;Macwaldowska
Miros³awa;Chalejew
Dalida;Makuczyñska
Edyta;Hadraszek
Bogumi³a;Kruzlewicz
Adamina;Ciecierka
Jaros³awa;Mejnas
Alma;Ska³ka
Bernadetta;Androsienko
Aldona;Kledra
Cezara;Raja
Norma;KuŸlik
Beata;Grunan
Wrzes³awa;Handzuk
Manfreda;Gerchewicz
Tacjana;Slapek
Milenia;Konofolski
Otylia;Marcymik
Benita;Kasyjañska
Boguchwa³a;Kubiak
Rena;Wracz
Beatrice;Œnierzyk
Wanda;Só³tanowska
Beda;Sztoka³e
Atanazja;Dytnerski
Wielis³awa;Buœluk
Benita;Strzêba³a
Sonia;Prziby³a
Jakobina;Lengyel
Dalida;Folkenberg
Gilda;Newlacil
Luiza;Pollikeit
Tomira;Przelaz³a
Ludwina;Prusa³owicz
Dzier¿ys³awa;Krenz³owski
Swiet³ana;Stubler
Magda;Banta
Leopolda;Glubiñski
Wincentyna;Szamski
Dobis³awa;Dereskewicz
Fortunata;Ka³ym
Cyntia;Kreuze
Ganda;Wodzikowski
Petronia;Demiri
Henryka;£ojniewski
Boles³awa;Niewiczera
Potencjana;Grailich
Dobrawa;Hegeduest
Mariola;Jakomienko
Zelmira;B³achura
Gryzelda;Zientak
Dorota;Klafka
Toska;Chruma
Edyta;Taryna
Donata;Gierkie
Angela;Zacniewski
Emilia;Tora³
Rafaela;Ko³dra
Berenika;Kuraszek
Jarmi³a;Wyrozêbski
Petronia;Wysad
Kordelia;Lanty
Aurora;Siêk
Modesta;Wojtaskiewicz
Nadia;Zamrowski
Wiktoryna;Œwicak
Berna;Checzna
Bernardeta;Eizerman
Sara;Justian
Agrypina;Kandardzi
Wera;Totucka
Zenona;Krestjañczuk
Chwalis³awa;Protzen
Ingeborga;Dorobia³a
Jagna;Mielko
Wszebora;Kucz³a
Dawida;Dajdel
Ludgarda;Najmec
Saturnina;Sakas
Tworzys³awa;Tanert
Balbina;Kuczyk
Bogna;Lepolczyk
Filomena;S³opaczewska
Bo¿ys³awa;Osmelczuk
Lena;Œmie³kow
Nadzieja;Dyczkiewicz
S³awomira;Pokwap
Salomea;Jakusz
Tamara;Sejtan
Beata;Kapralik
Katarzyna;Fejciak
Boguta;Aksimowicz
Fabiola;Sokólnicka
Bartolomea;Bu³eczka
Daria;Szklarenko
Bernardyna;Kozior
Wiêces³awa;Ja¿dzewski
Liliana;Trumpakaj
Teresa;Salitryñski
Urszula;Ktoszewski
Siecies³awa;H³awiczek
Alina;Pude³³o
Œcibora;Mantlikowska
Katarzyna;Gzy³
Blandyna;Wasala
Dobromi³a;Musilewicz
Luba;Gliksztajn
Adelajda;Klityñski
Angelina;Zientalewicz
Dobromira;Han
Beatrice;Nejdek
Ilia;Haziar
Aga;Rozparzeñska
Tolis³awa;Wiczner
Wiwanna;Kociusz
Konrada;Gierlowski
Joanna;Bielunkiewicz
Przemys³awa;Nenczak
Symforiana;Soszkiewicz
Celestyna;Ha³adas
Dionizja;Chochaj
Julietta;Groczyñska
Lucja;Fenczek
Berenike;Zarêbowicz
Rita;Rydzio
Fabia;Drelich
Aga;Szewiakowski
Ilona;Kurzbuch
El¿bieta;Machuk
Marianna;Ka³da
Ryszarda;Lacus
Ewdokia;Pa³dyna
Drogos³awa;Przekuradzka
Joanna;Slupowicz
Karina;Ostroba
Ingeborga;Bia³obrzyk
Czes³awa;Dziubankiewicz
Otylia;Stawiecki
Telimena;Ambroz
Lora;Semczyk
Iga;Mockaluk
Kamelia;Wywrzynowicz
Urszula;Ksawera
Julita;Fafros
Gracja;Ebisch
Saba;Flor
Hermenia;Góllz
Ksaweryna;Szarnicki
Krystiana;Chobociñska
Arletta;Bekarewicz
Adria;Bregy
Dawida;Ratawczyk
Krystyna;Lisiakiewicz
Eulalia;Gardziañczyk
Adolfina;£ozor
Ksenia;Mieszczakowski
Orchidea;Buhowicz
Leopolda;Poradysz
Marietta;Peku³a
Sêdzis³awa;Geretczuk
Nikita;Krain
Lukrecja;Zakoniecka
Lora;Grudanowski
Sylwia;Chilimon
Kaliksta;Dziwna
Elwira;Nicolaos
Nikita;Meciñski
Placydia;Najma³
Ilza;Jedrucka
Rachela;Jewstrat
Galla;Kócka
Balbina;Jojkuœ
Potencjana;Wanal
Wielis³awa;Barzyczok
Carmen;Margielski
Cieszys³awa;Gieriach
Tolis³awa;Tr¹c
Halina;Priebt
Nimfa;Holowatinc
Oswalda;Rogoz
Maryla;Kozimenko
Zygfryda;Prastupa
Dzier¿ys³awa;Chodziaków
Rozyna;Mechliñski
Pudecjanna;Strzebek
Henryka;Kuczejko
Leonarda;Szomszor
Kwiatos³awa;Apeta
Ulryka;Strawa
Adamina;Zmierkowska
Rita;Devrim
Ignacja;Olsztyñski
Oliwia;Jurta
Violetta;Wallstedt
Miros³awa;Obruszyñska
Klaudia;Jurechnik
Milena;Klijew
Alojza;Ja³ob
Kamelia;Parasiuk
Aurela;Kuœ³a
Rozyna;van der Linden
Gallina;Gillmann
Wilma;Budyn
Irma;Szkulimowski
Szczêsna;Œniegoch
Katarzyna;Moj¿esz
Ewa;Schoenbach
Enema;S³aboñski
Bernadetta;Czworowski
Petronela;Ziembliñski
Alicja;Kocêda
Ingrid;Kocia³owski
Gracjana;Ragajsin
Fabiola;Klêczañski
Przec³awa;Lissy
Dalida;Marsia³ek
Magdalena;Wêc³awik
Zdzis³awa;Noras
Mœcis³awa;Pochanko
Amalia;Skobosz
Karena;Fieduruk
Zyta;Dytyniak
Alfreda;Stanasek
Abigail;Chamerek
Bernadeta;Ciemecych
Emiliana;Jedziwiak
Borzys³awa;Minerwin
¯ywia;Czystohorski
Klaudia;Sosinko
Bo¿eciecha;Stobojan
Afrodyta;Bielacha
Józefina;Ziemliñski
Arletta;Przesór
Halina;Sta¿kiewicz
Roœcis³awa;Augustiniok
Kira;Gliszczewska
Aniela;Hanzewiak
W³adys³awa;Pautsch
Lena;Gruby
Elwira;Siemionowski
Œwiêtochna;Stonowski
Sofia;Galubiñski
Niegos³awa;Choszczyñska
Ida;B³aszczec
Marianna;Waków
Siecies³awa;Kiask
Pudecjanna;Szymkat
Samuela;Widurski
Pia;Haraschin
Wierzchos³awa;Fiorczak
Melania;Zychaj³o
Niemira;Kopyth
Nora;Ceja
Ciechos³awa;Ferenæ
Natasza;Bresticzker
Julietta;Kropniewnicki
Georgina;Hóta
Kordelia;Glonba
Marzanna;¯eganowski
Ewelina;Dobyczyn
Cecylia;Lwów
Alma;Œwietlicki vel Wêgorek
Honorata;Wiœnicz
Materna;Fedulow
Erwina;Kochinka
Adamina;Busz³o
Œcibora;Dro¿dziol
Alina;Lamberti
Les³awa;Sopi³o
Materna;Chont
Flora;Kucierski
Domis³awa;Gurbalera
Wiktoria;Aimag
Daria;Nalewajko
Maryna;Dziwer
Wiêcemi³a;Adamko
Malwina;Postoluk
Kornelia;Ciurzik
Odila;Andersohn
Oswalda;Kuchmeister
Celina;Karuœkiewicz
Wera;Morawka
Milena;Czobodziñski
Aspazja;Makowiczuk
Demetria;Slacza³ek
Wrzes³awa;Iwoszka
Huberta;Œlumkowski
Ifigenia;Wojtakowicz
Telis³awa;Ho³oœny
Stanis³awa;Koniczniak
Samuela;P³askowicz
Hermenegilda;Krysztofowicz
Iga;Dra¿ek
Petronia;Zellmer
Mi³os³awa;Wie³ogórska
Aleksandra;Cicholewski
Raissa;Udodow
Cezaryna;Lonkiert
Bratumi³a;Kêdzia
Boñcza;Beskiñski
