Dymitr;Bomast
Tomir;Ginza
Irwin;Michajlew
Boles³aw;Zagajewski
Alan;Geslach
Laurenty;Burtymowicz
Alpinian;Ahr
Mêcimir;Poplata
Miron;Fira
Artus;Hawkalak
Idzi;Chatyss
Egbert;Biwkowska
Rajmund;Glezia
Humbert;Mielejska
Zygfryd;Gramont
Chwalis³aw;Dany¿
Alojzy;Wujt
Waleriusz;Magaj
Mauryn;Reimud
Mi³os³aw;Opaczenko
Leonidas;Huñdera
Renat;Szaczyñska
Krzywos¹d;Tarabos
Bêdzis³aw;Sega³
Walter;Wenglarzy
Andron;Gercan
Ludomi³;Grycman
Blizbor;Kassyan
Ryszard;Legêcki
Natanael;Œleczko
Blizbor;Swacewicz
Konstans;Moroziewicz
Laurencjusz;Brocks
Nestor;Kimpiñski
Ado;Baszenowski
Czech;Czetyrbik
Ubald;Skuliszewska
£ukasz;Noworata
Domamir;Sobesko
Maksym;Deredes
Nosis³aw;Smorzyñski
Mœcigniew;Palijanis
Filemon;Urzêdziñska
Seweryn;Rozumny
Przec³aw;Mickis
Budzimir;Mechner
Prosimir;Nazet
Narcyz;Praszak
Agaton;Neiger
Spycimir;Dolis
Bertrand;Franecki
¯elis³aw;Lurczak
Laurentyn;Meglicz
Cieszygor;Zygarowicz
Gracjan;Olewnikowska
Bazyli;Hadlewska
Filip;Kukasek
Œwiêcimir;Gojg
Józefat;Szkadlarek
Strze¿ywoj;Wyszumirski
Florencjusz;Rudzienik
Rudolf;Kosanke
Piotr;Hojnicki
Wies³aw;Wawrzelski
Zorian;Andryarczyk
Jacek;Paskowicz
Bêdzis³aw;Najgiebauer
Alpinian;Nesterczyk
Rafael;Kimbert
Radogost;Szaciuk
Maciej;Burg
Teobald;Glicher
Ksenofont;Mêczkowski
Amin;Roszczenda
W³adys³aw;Bro¿na
Ubys³aw;Wawruñ
Naum;Gartold
W³odzis³aw;Filimowicz
Sebald;Buczka
Laurencjusz;Freñko
Henryk;Nawajczyk
Noe;Klincz
Œwiêcimir;Gwizd¿
Szwieciech;Kliszatus
Arnolf;Bia³owarczuk
Tezeusz;Golobach
Oskar;Sarkady
Myœlimir;Srót
Krzesimir;Resz
Ders³aw;Wanciak
Charyzjusz;Strupagiel
Bernardyn;Tryæko
Prot;Piekach
Walerian;Na³kowski
Cyprian;Szkaradnik
Filemon;Zegatowska
Tezeusz;Mazgielczyk
Chryzant;Dieksler
Ludomir;Siderów
Wendelin;Kawe³ek
Gwidon;Rykota
Wiêcerad;Sandelewski
Kanty;Knopmacher
Herman;Wicko
Malwin;£ak
Afanazy;£opuc
Lew;Bemont
Nahum;Fioner
Dionizjusz;Krzêstek
Sêdziwoj;Iwanczyk
Goliat;Szczachowiak
Bo¿ymierz;Zagórski
Aleksy;Schafraniec
Benicjusz;Tobbei
S¹dos³aw;Firluœ
Kurt;Agrys
Spycimir;Abrachimowski
Radomi³;Basz³yk
Wolmar;Darmoski
Eliasz;Garyelczyk
Walter;Bidoñ
S¹dzimir;Korziuk
Albrecht;Nabrzycki
Izydor;Klyk
Eustachy;Bielakowicz
Siemomys³;Cieszadlik
Józefat;Brondecka
Lew;¯o³êdzik
Jonatan;Kraska vel Basaj
Martynian;Burenkiewicz
Borzys³aw;Osmêda
Siemowit;Polcer
Wawrzyniec;Matkas
Sulpicjusz;GoŸniczak
Tyburcjusz;Wenc³aw
Maksymilian;Toporciska
Zachariasz;Lobudziñska
Dacjan;Swa³dek
Lubor;Strzêb³o
Irydion;Hausiñski
Aureliusz;Miliniewicz
Symeon;Chróscik
Bean;Kohutnicki
Dobies³aw;Herholc
Odil;Cheke
Janusz;Zülka
Tomi³;Brusilowicz
Chwalibóg;Gawiñ
Tymon;Gierulski
Galezy;B³udzieñ
Borzys³aw;Kurdybelski
Karol;Ludziwajt
Nestor;Szlachciñkowski
Celestyn;Popos
Eutropiusz;Pustkowski
Kamil;Cu¿e
Filip;Janusch
Gabriel;Szenatowicz
Bogurad;Grêmbowska
Rafa³;Œwidka
Drogos³aw;Woybor
Janis³aw;Warchapowicz
Micha³;Korzynow
Uniewit;Mysiuta
Radowid;Reróg
Ninogniew;Krzeszowiak
Symeon;Kruzeñska
Lewin;Ko¿anow
Wszegniew;Tuzgier
Werner;Bojaruniec
S¹dzimir;Triciñska
Ariel;Laszik
Przes³aw;Simber
Kiry³;¯elaznicki
Apollo;Kobelczuk
Wolimir;Li¿oñ
Gabor;Œnie¿yñski
Cyryl;Piechna
Lech;Krzonek
Oliwier;Skoncej
Wszerad;Gondziuk
Nadbor;Golaszewicz
Czes³aw;Himmpel
Zbigniew;Leczyniak
Wiktor;Foszt
Ewaryst;Fawrina
Borys;Baruc
Sulibor;Mamerlik
Maciej;Jeskoñ
Mirogniew;Zemiñska
Ali;Wybraniak
Trzebis³aw;Grzechociñski
Ksawery;Lazanek
Agenor;Strymczyk
Benedykt;Gifmiêga
Sylwery;Rzegocki
Nadbor;Zaiczek
¯elis³aw;Pieckielon
Manfred;Krempacka
Kalikst;Krauklis
Florencjusz;Gliffe
Kiry³;Jozwicki
Domas³aw;War¿ylek
Zachariasz;Osêtek
Dariusz;Andrzejak vel Andrzejewski
Alf;Kurzlewska
Pakosz;Baunert
Przec³aw;Kuprasz
Symeon;Kawalkiewicz
Roch;Praseuth
Gerard;Kutruba
W³odzis³aw;Wrzochol
Zacheusz;Koœcióch
Abel;Têcza
Kondrad;Posacowicz
Krzesimir;Cimermann
Lutobor;Gierszkiewicz
Toligniew;Chelmikowska
Cierpis³aw;Niederleintner
Flawiusz;Radoszyn
W³adymir;Wistal
£ucjusz;Kubica
Toligniew;Neuhofer
Danisz;Szopf
S³awosz;Stelmaszuk
Gabin;Kudyrzlak
Baltazar;Kejna
Ado;Hahu³a
Brodzis³aw;Consior
Hadrian;Jaryszek
Stojs³aw;Gajsakow
Witold;S³oniczewska
Leszek;Ryfko
Przybymir;Go³êmbka
Florian;DŸwigulski
Marcjan;Kwoczalla
Dzier¿ys³aw;Reinchelt
Teobald;Pudlewski
Bjorn;Buberów
Achilles;Wiercichowicz
Bogumir;Galiczak
Ernest;Chor¹zak
Cezary;Gorobiec
Twardos³aw;Kohaczewski
Namys³aw;Gr¹czak
Odyseusz;Dranz
Miromir;Monder
S³awobor;Œwiêœkowska
Wawrzyn;Œciegodnik
Mœcigniew;Fastnacht
Boles³aw;Gehrmann
Eryk;Ernt
Natalis;Rakine
Artemon;Kubicki
Przedbor;Mastyj
Atanazy;Wamborski
Werner;Jaœka
Tezeusz;Geboliœ
Nestor;Kêdzierek
Goar;Gawry³owicz
Marcin;Hradil
Artur;Landmann
Apoloniusz;Hoffet
Radzimierz;Kowenzowski
Kastor;Boniœniak
Hilary;Kusz vel Sobczuk
Bogumir;Hrebeniak
Nelly;Emiljanowska
Pawe³;Stastny
Symplicjusz;Korpa³a
Honoriusz;Budyj
Leopard;Budzi³
W³odziwoj;Fydryk
Leoncjusz;Wasiluk
Borzys³aw;Bu³a
Epifaniusz;Jad³osiewicz
Sabin;Wollmuller
Dalemir;Uleniewski
Alban;Œciœler
Warcis³aw;Ha³ucka
Jan Kanty;Aleksiejka
Antoni;Ryngielska
Dobrowój;Droinka
Remigiusz;R¹bacz
Gabin;Schweider
Martynin;¯emajtys
Ulryk;¯mijowski
Spycimir;Worobij
Domarad;GniedŸko
Ryszard;Kornalus
Hugon;WoŸniak vel WoŸny
Ulrych;Sawerski
Epifan;Tadaczyñska
S³awoj;Gebski
Radomir;Luboñ
Borzywoj;Elemery
Zdzimir;Mi³usz
Herkulan;Kruzmanowski
Wolmar;Bobet
S¹dzimir;Peledys
Wodzis³aw;Maruciñski
Danisz;Bonusiewicz
Arkadiusz;Konopiuk
Wieñczys³aw;Guzowicz
Szymon;Choros
Maciej;Kimera
Kajetan;Kadziewska
Tezeusz;Iliuczek
Przybywoj;Misiakiewicz
Stanimir;Mietecki
Wierzchos³aw;Szujski
Bonifacy;Raudisch
Lutomys³;Dorsz
Afanazy;Szewsczyk
Dobromierz;G³uchañski
Frumencjusz;Gedza
Siecies³aw;Schichl
Budziwoj;Duszeñczuk
Otto;Dziwiosz
Wiktor;Kadrycka
Dalegor;Arezyñska
Radomir;Helim
Nadbor;Wencak
Tycjan;Dynaryñski
Tymon;Trendowicz
Martynin;Bajrow
Bêdzimir;Chymmel
Wiktoriusz;Wa¿ecka
Wirgiliusz;Kiri³owicz
Angelus;Mielêcki
Bogumir;Czampliñska
Goœcimir;Posen
Zorian;Czoka³³o
Lenart;Binowicz
Olech;Besze
Kasper;Bary¿a
Dobromys³;Wy¿ny
Bronimir;Gulewicz
Œwiêtobor;Souza
Adam;Brachczek
Addar;Curlik
Gaspar;Górsk
Sobies³aw;Ripel
Martynian;Landenberger
Wenancjusz;Kolañ
Gerwazy;¯aklina
Cecyliusz;Soforek
Dobromierz;Arma¿a
Gabin;Misczak
Grzymis³aw;Kurdiej
Rafael;Limañczyk
Anastazy;Dobrogajski
Cyrus;Szeremant
Herkules;Labus
Rut;Gacia
Liberat;Be³s
Symeon;Wawiórowski
Sulpicjusz;Kidybyñski
Joachim;Hlipa³a
Bjorn;Pawszuk
Erast;Gadun
Siemis³aw;Schreyer
Manfred;Zero
Wito³d;Jaszczu³t
Kondrad;Zdzynira
Walter;Niedzió³ek
Jurand;Osemlok
£êkomir;D¹browicki
Lilian;O¿añski
Iwan;Zdrobniuch
Kornel;Zachubin
Konstanty;Kirych
Pompejusz;Radziwo³ek
Edgar;Komonowska
Waldemar;Grymm
Przybywoj;Magalewska
Marcelin;Nyczyk
Dobiemiest;Samojluk
Cyprian;Fenc
Ernestyn;Wiluszyñski
Les³aw;Przewocki
Gaudencjusz;Przedpo³ski
Skarbimierz;Szybki
Justyn;Madanecki
Damazy;Misterski
Orestes;Berlicz
Lucjol;Jaku³owicz
Bêdzimir;Dukoczewska
Cyprian;Szafirsztein
Domas³aw;Ryp
Eulogiusz;Jakubieniec
Telesfor;Gorcza
Manfred;Choroziñska
Marek;Wojdy³o
Kanut;Bruch³a
Goœcis³aw;Plaszyñska
Dorian;Howorucha
Stos³aw;Pobjega
Drogomi³;Lizniewicz
Lubos³aw;Tabaczak
Dzier¿ykraj;Ko³ymski
Samuel;¯urawlowa
Jarogniew;Gosztof
Ernest;Kipis
Cyprian;Konop
Domawit;Gapanow
Gniewosz;Lewszo
Goœciwit;Szmander
Niedamir;Ernetowicz
Nahum;Kalosza
Daros³aw;Paca³at
Seweryn;Chawko
Damazy;Kazimierzak
Czes³aw;Bajdenko
Tomi³;£ozicki
Irydion;Ziebicka
Walenty;Olbruch
Henryk;Perykietko
Dobrogniew;Chab
Les³aw;Bieberstein
Biernat;Jermolonek
Przedpe³k;Brisou
Stojgniew;Wieszka
Bonifacy;Szewdziuk
Konradyn;Gulatowicz
Roœcis³aw;Kutzias
Zbroimir;Lichwierowicz
Chwalimir;Arab
Nikifor;Szmilnik
Sylwiusz;Biega³
Boromeusz;Tarnik
Ewald;Karczer
Ruben;Landeburski
Spycigniew;Gebono
Oswald;Zimbelius
Prochor;Growienka
Dan;Macznik
Wszeb¹d;Zebach
Odyseusz;Dacyszyn
Asteriusz;Koszubiñski
Wendelin;Morgalla
Barnabasz;Skopolak
Rygobert;Dolose
Kalasanty;Aufricht
Hermenegild;Graefling
Stronis³aw;Gasetzer
Hegezyp;Ba³kota
Tristan;Dibrzyñska
Radomir;Brnat
Mateusz;Grysa
Leoncjusz;Gralanowska
Floryn;Tonas
Oktawiusz;Esner
Leoncjusz;Wawrzyñczuk
Liwiusz;Cibieñ
Godzis³aw;Iraszewicz
Unis³aw;Stobiernia
Gos³aw;Heronimska
Lutomys³;Wleñ
Czesemir;Popik
Wiktorian;Choronowska
Olgierd;Skuæ
Waldemar;Kaifosz
Walenty;Szamanowski
Fidelis;B¹biñski
Józefat;Grzêœlewicz
Erhard;Doerksen
Goœcis³aw;Szybowicz
Igor;Sobeñska
Cyrus;Zen
Ryszard;Przeniczona
Uniegost;Pietryszcze
Blandyn;Karrasz
Bean;Idonek
Rajmund;Poleks
£ucjan;Leffel
Hilary;£añka
Nepomucen;Sychta
Siestrzewit;£ochunko
Olech;Rugie³
Lubos³aw;Centi³ow
Rupert;Lansentowska
Roderyk;Balenis
Chociebor;Ahlfors
Piotr;Rollinger
Martyn;Leowski
Borzywoj;Bonbachen
Hegezyp;Stanosser
Czech;Lachim
Alfons;Dzieniszewski
Hipolit;Czarnecki
Oleg;Pilinow
Tezeusz;Frafas
Ezdrasz;Unruk
Honorat;Pokrifka
Maurycy;Karenek
Unimir;Schubert
Janusz;Miechowian
Wenancjusz;Honore
Mieczys³aw;Kozi³ek
Bêdzimir;Schreck
Sobies¹d;Sztejno
Henryk;Kowiecki
Alf;Wtorkiewicz
Baltazar;Feuerstein
Przybymir;Aszbrenner
Zenon;Mitrawska
Siestrzemi³;Garyelczyk
Matron;£ukocz-£uniewski
Ewald;Cholewiñski
Edward;Tyrke
B³a¿ej;¯adeberna
Ewald;Blichniarz
Lutos³aw;Koszczo³
Ruprecht;Bezbiuk
Brykcjusz;Mon
Borys;Stasalis
Atanazy;Hacura
Wrzes³aw;Krzek
Wszebor;Libisz
Innocenty;Ograbowicz
Daros³aw;Straciczek
Oliwier;Szwarlik
Uriasz;¯rebiecki
Arnold;Lacku¿yñska
Roch;Lebedów
Kryspin;Mieronowska
Anzelm;Masza
Wolmar;Dymitryszyn
Bazyl;Stomian
Wiêces³aw;Lisowa
Mariusz;Pirzak
Herkules;Bortczyszyn
Noe;Narejczyk
Gabor;Montak
Hipolit;Radzichowski
Korneliusz;Pieprzycki
Jozue;Menitz
Henryk;Chameruk
Kiry³;Szaszunowicz
Blizbor;Sadke
Ronald;Hajik
Nehemiasz;Bo¿emuj
Donald;Grubowski
Nieznamir;G³ugocka
Tristan;Sznepka
Szymon;Lembin
Noemi;Ma³awa
Konstanty;Nowak-Mazur
Niezamys³;Dodorczuk
Kurt;Mentlewicz
Salwator;Lata³³o
Szczêsny;Chrzostek
Ksawery;Jaszczyñski
Budziwoj;Biedniar
Arseniusz;Pytoñ
Cieszybor;Ronisz
Prudencjusz;Milbrat
Charyzjusz;Goczka
Medard;Longis
Cyryl;Dornhof
Gaspar;Kubesa
Kanizjusz;Mo³odobry
Fides;Dundelski
Bogus¹d;Bencel
Trofim;Prejzendac
Roland;Fa³endesz
Liwiusz;Doro¿alski
Domos³aw;Pêtniewicz
Augustyn;Mehr
Ludomir;Skomro
Bruno;Fofiñska
Klaus;Koboz
D³ugosz;Ko³ubaka
Tadeusz;Szymczyszyn
Piotr;Przystosz
Brunon;Furczoñ
Œwiatozar;Toms
Lechos³aw;Czeszejko
Nicefor;Werebij
Tezeusz;Ginic
Martynian;Chodna
Trzebomys³;Kalemon
Duszan;Krajcacz
Idzi;Mika
Mœcibor;Peraziñska
Przedwoj;Rakoszek
Felicysym;Goraj
Herakles;Haffa
Uniegost;Kleiszta
Przes³aw;Gerejcik
Jan Gwalbert;Dzendrowski
Goœcimi³;Krzychowiak
W³odzimierz;Szufnik
Amin;Sztangerski
Goœcimi³;Pentynka
Bêdzis³aw;Cymerys
Broniwoj;Wileszczuk
Arystarch;Hedl
Manswet;Szaterna
Budzimir;Bornett
Albert;Krutalska
Patrycy;Burschka
Wawrzyn;Klajnszmyt
Lubomir;Mudlap
B³a¿ej;Moœlach
Cezary;Hauzak
Gilbert;Jaroszowiec
Prochor;£apawczyk
Trzebis³aw;Bruzgielewicz
Erast;Reduch
Wilibald;Bugojczyk
Makary;Anacyk
Prokop;Dundar
Namys³aw;Bubacha
Julian;Erlbaum
Bernard;Jilek
Gerard;Mostkowy
Malwin;Wyrka
Witos³aw;Kowalonok
Oleg;Siwoñ
Erhard;Chrzanczewski
Przybyrad;Gortak
Czechoñ;Sirasz
Uniedrog;Roleczek
Karolin;Zachomski
Goar;Puscion
Erast;Lamenc
Zbylut;Finkelsztajn
Bogumir;Korwajczuk
Bonawentura;Kry³aszuk
German;Gruœlewska
Kleofas;Kurdys
Janis³aw;Borszczyñska
Kir;Bêdz
Godzimir;Leyza
Gaspar;Orawczyk
Maksymilian;Dabrowicz
Lew;Lubkowski
Fabrycy;Kusznieranko
Unis³aw;Bu³akowski
S¹domir;Talêga
Irwin;Mattauszek
Nepomucen;Kadlubek
Radomir;Czyœnikiewicz
Dezydery;Szarubko
Nosis³aw;Minklej
Myœlibor;Augustyn
Joachim;Ryb³owski
Ciechos³aw;Hablak
Telesfor;Kalupa
Romuald;Zuzga
Barnabasz;Uciurkiewicz
Borzymir;Mangecka
Pawe³;Koszpiñski
Eugeniusz;Kuromski
Pakosz³aw;Dimitrowicz
Elizeusz;Ograbowicz
Domos³aw;Lorisz
Libert;Krupadziorow
Sambor;Dehne
Joachim;Taupieko
Lubos³aw;Dziewi¹tka
Leoncjusz;Mencina
Anatol;Marunienko
Dobies³aw;Raszczepkin
Klaudiusz;Czuprina
Kasjan;PriwoŸnik
Hygin;Gawrorz
Saul;Giergiela
Bernardyn;Heliniak
Anicet;Andrelewski
Pelagiusz;Beli
Têgomir;Witewski
Goœcirad;Kurzawiñski
Bruno;Josefsberg
Sozant;Klepa
Dobros³aw;Kwirynk
Patryk;Zwêgliñski
Sulibor;Derelkowski
Gebhard;Giesel
Abdiasz;Bomtsz
Agaton;Samotyja-Lenczewski
Atanazy;Oziemkiewicz
Dalemir;Zangles
Zbys³aw;Po³brat
Domawit;Diab
Pawe³;Mu¿y³ow
Siemiodrog;Geniec
Ewaryst;Terechów
Onufry;Kogutnik
Justyn;Krosnia
Nawoj;Lichodziejska
Dobrowit;G³uck
Domos³aw;Wiêcgol
Szczêsny;Daszkinel
Lutos³aw;Sernal
Czechasz;Sznej
Eugeniusz;Koscinski
Dobromir;Panichter
Ciechos³aw;PaŸdrak
Marcel;Reinholz
Konstancjusz;Sa³omacka
Mieszko;Androsiak
Malwin;Pasor
Strze¿ywoj;Smela
Klemens;Gudzy
Oswald;Krajor
Florian;Dydewicz
Kandyd;Wr¹ba
Dad¹bog;Smolañczyk
Brunon;Scholtyssik
Achilles;Bobe³a
Trofim;Holeryk
Soter;Kusiorowski
Dzier¿ymir;Dejak
Œwiêtomir;Cichlak
Igor;Nazurek
Wiêcerad;Radziniek
Emilian;Œnieœciak
Witalis;Amrach
Martynin;Bicheñska
Kir;Marcinak
Mœcis³aw;Œwidko
Czcibor;Pawlaszek
Frydolin;Wid³o
Wiktorian;Kurosiñski
Jan Chryzostom;Maponiuk
Kamil;Rozniata
Karin;Pu³król
Dobromys³;Zgubieñski
Trzebimir;Patrosz
Fabrycy;Gowin
Eligiusz;Brunak
Diogenes;Samuj³o
Arseniusz;Sztreflik
Ziemowit;Niedu¿y
Jan Gwalbert;Bia³ysz
Stos³aw;Czrwonobroda
Saturnin;Rosiniak
Wszeb¹d;Rulak
Serwacy;Smorarkiewicz
Wiêcemi³;Kierdowski
Wszemir;ZagoŸdzion
Brodzis³aw;Rossien
S¹domir;Paciaga
Achacjusz;Kronberger
Mas³aw;Kielta
Felicjan;Bachur
Horacy;Piokutowska
Amin;Rohoza
Albin;Harkaluk
Albert;Tryszczy³o
Trzebowit;Huckiel
Cierpis³aw;Zigmontów
Frydolin;£ukianow
Bolebor;Trzenssimiech
Maciej;Amuryn
Hilary;Kopyczel
Mi³owit;Wyrzuciñski
Melchior;Jedruszkiewicz
Kalistrat;Merku³ow
Epifan;Lonser
Wiêces³aw;Kryhorska
Ludos³aw;Powlêga
Benignus;Hubtas
Namys³aw;Tymdzuk
Domamir;Parzniowski
Natanael;Sierakiewicz
Antym;Magdans
Bratumi³;Ludnian
Kajetan;Wieniecki
Floryn;£ajduch
Dalemir;Naumayer
Jaromir;Widaszek
S¹dzimir;Jaeszke
Teodor;Smogula
Joel;Kiliaczyk
Dobrogniew;Pulceski
Malwin;Wo³angiewicz
Tolis³aw;Sowier
Damian;Soczywko
Budzigniew;Lukaszek
Pankracy;S³ociñski
Ubald;P³aszczymonka
Cyprian;Daniniczak
Bo¿ys³aw;Jachimów
Mariusz;Sitacz
Krzywos¹d;Poryta³a
Zefir;Fastman
Norbert;Mani³
Amedeusz;Grysztar
Blandyn;Osica
Ezdrasz;Kopijko
Przec³aw;Legar
Ursyn;Ibelhaupt
Roœcigniew;Dryga³a
Charyzjusz;Krancik
Twardos³aw;Bodhar
Winicjusz;Kanszur
Renat;Kleinschrot
Eustachiusz;Grupk
Przes³aw;Stanimir
Twardos³aw;S³odecki
Pafnucy;Farlisz
Dobromi³;Gymborowski
Oktawiusz;Nieæko
Wszeb¹d;Powsiñski
B³a¿ej;Reczuch
Sebastian;Powro¿ny
Ireneusz;Ksciuk
Nawoj;Hencki
Saul;Bohunewicz
Pimen;Daty
Mas³aw;Karsiñski
Amos;Zedeld
Placyd;Welscher
Gaspar;Poturajko
Roderyk;Stanczewa
Emilian;Skrzypolik
Sylwan;Kieñcik
Bart³omiej;Chudorski
Sylwester;Zog³o
Herkulan;Baraula
Tworzys³aw;Gurnacz
Kwiryn;Ima³
Ezdrasz;Rowbuæ
Horacy;Dargis
Hygin;¯niñski
Stojmir;Kodrañ
Eutropiusz;Wojnorowicz
Oskar;Andruszczyn
Addar;Garanta
Mirogniew;Poraszka
Fortunat;Filkomer
S³awomir;Kumola
Domarad;Romulewicz
Ronald;Miêsik
Gwalbert;Hrabiñska
Wis³aw;Bokuszewicz
Salezy;Gryzik
Wiktor;Brzeczka
Przemi³;Dekar
Cyryl;Czurmas³o
Dalemir;Tacher
Kornel;Maciaszczyk
Radomi³;Basiukajt
Hermes;Madziara
Saul;Mazerys
Sergiusz;Prysia¿ny
Tomir;Ferduœ
Absalon;Dziamitrowicz
Odo;Krociak
Kwiryn;Maltuniak
Wieñczys³aw;Czarnuszkiewicz
Krystian;Bruzdo
Wyszemir;Komendecki
Albin;Nereza-Nerezowska
Cibor;Dusi³³o
Wiêces³aw;Milli
Norbert;Wierchow
Kanut;Bafij
Napoleon;Zawiastowañski
Czechoñ;Bodenek
Laurentyn;Farby
Kir;Zeil
W³oœcibor;Gibu³ka
Dalemir;Miszta
Drogomys³;Podlodowski
Ariel;Pasyniak
Patrycjusz;Bartuszek
Dobrogniew;£ochwicki
Damian;Reœczak
Gerald;Wawrysiewicz
Irydion;M¹ko
Fidelis;Hasy
Siemiodrog;Szakota
Gotfryd;Kszta
Kleofas;Ksi¹¿ewicz
Kandyd;Rey
Leander;Wejszewski
Ildefons;Haren¿a
Anzelm;Osnuch
Lew;Kowalilak
Ninogniew;Kosindowski
Ezdrasz;Drymuch
Bratumi³;£ypakowska
Jêdrzej;Krepicz
Kalikst;¯mujda
Ronald;Rygolik
Nieznamir;Barostecka
Wolfgang;Aleksiejuk
Bart³omiej;Sztendal
Ubald;Gramotka
Radomir;Pochyrycz
Mieczys³aw;Chrzeptoñ
Chryzostom;Z³ota
Mi³orad;Chelekowska
Mi³ogost;Harbar
Przes³aw;Samoroñska
Radzim;Go³dawski
Sabin;Buczaj
Jacenty;Majczerek
Elizeusz;Pilwianowska
Florenty;Bertrandt
Bo¿ys³aw;Wandryków
Wiêcemi³;Tajkowski
Porfirion;Krystyanczuk
Siestrzemi³;Polizio
Rufin;Petryszek
Galezy;Maznas
Ariel;Kocio³kiewicz
Chociebor;Sobczek
Czechoñ;Trejchel
Wawrzyn;Starziñski
W³odziwoj;Lichtarski
Saturnin;Pesch³a
Roœcimir;Krupowieœ
Cyryl;Podgómiak
Sofroniusz;Dannehl
Orestes;Ziejka
Ulrych;Halak
Pakosz;Czajc
Œwiêtope³k;Helemak
Witold;Gry³owski
Hermenegild;O³ub
Antym;Chrosta
Bronisz;Dalistowska
January;Tuchalski
Patryk;Draga³a
Domas³aw;Kotlawski
Symeon;Skwarzec
Arkady;£eske
Fortunat;Œwiergo³
Heliasz;Begie³o
Lubos³aw;Tronciewicz
Amadeusz;Ko³sut
Bo¿eciech;Naimowicz
Goœcirad;£aptosz
Bean;Bosiuk
Wawrzyniec;Dyka³
Bêdzimir;Wentel
Hilary;Siemionof
Roman;Siuppa
Gaudencjusz;Mitluszka
Bazyliusz;Bukisz
Tytus;Berkuta
Zygfryd;Doraczyñski
Porfirion;Kordski
Jan Gwalbert;Begalska
Agaton;Kroliczak
Czech;Poncha³a
Beatus;Boltz
Rufus;Chróst
Wojciech;Miroszczuk
Atanazy;Hryzyk
Hugon;Szwencner
Narcyz;Sagolla
Fryderyk;Kaptór
Justyn;Marcówka
Sêdzis³aw;Szczeœniakiewicz
Norbert;Koæmañski
Celestyn;Oczad³a
S¹dzimir;Grell
Goœcis³aw;Heike
Kewin;Bojarszczuk
Donat;Rauflasz
Ernestyn;Czy¿un
Roderyk;Korl
Witomys³;Missori
Jozue;Kornelski
Micheasz;Sperczyñski
Petroniusz;Mleñko
Bogdan;Pe³achaty
Biernat;Sniady
Judasz;Guzialowska
Krystyn;Karwota
Zygfryd;Litkowicz
Pankracy;Sniegucki
Oswald;Ho³oñ
Kajetan;Kosa³a
Benedykt;Bolawajder
Sawin;Sza³koplast
Miligost;Chabór
Dariusz;Trylowski
Gracjan;Person
Bohusz;Oœli¿³o
Zbigniew;Wisza³kowski
Eulogiusz;Wikarczuk
Walter;Siwagra
Fabian;SowiŸdrza³
Bogurad;Kawaler
Dobromierz;Hrycyñko
Tytus;Kuœniarski
Dionizjusz;Kazimirenko
Krzywos¹d;¯u¿lewska
Ernest;Stelmarczyk
Jazon;Ciurgo
Hiacynt;Wybêda
Dorian;Zimecki
Dad¹bog;Bozental
Janis³aw;Chlecowska
Roch;Kamborski
Tyburcjusz;Naudzi³³o
Pankracy;Nehrenberg
Fryderyk;Poturawska
Damian;Do³biñski
Barnaba;Durniok
Czech;Sponek
Kewin;Mosowska
Wojmir;Latuny
Renat;Garsin
Frydolin;Mirczyk
Czêstomir;Kolankowicz
Chryzant;Niepras
Ali;Cetes
Marek;Fawrina
Salezy;Megierecka
Wojbor;Trochymiuk
Rufin;Melzig
Samson;KoŸmirkiewicz
Wies³aw;Kocun
Sulimir;Boridko
Delfin;Cierlicki
Amadeusz;Klingiert
Zygfryd;Gansty
Ezechiel;Kazmirczak
Zefir;Gid³owska
Nahum;Krolasik
Salomon;Grz¹dziewska
Lilian;Bakazy
Wszebor;Zondek
Natanael;Punowska
Gerhard;Korochodziuk
Prokop;Bessek
Mieszko;Cierplikowski
Ziemis³aw;Br¹dziak
Janis³aw;Hojak
Aureliusz;Hauzling
Symplicjusz;Grzegad³o
Krystian;Tobiczek
Mojmir;Mystak
Bernard;Rucharczyk
Wiktoriusz;Gir
Radowit;Brojczyk
Amedeusz;Sypiañski
Eweryst;Glombinski
Pawe³;Horo¿yñski
Gabriel;Skurzeczny
Flawiusz;Klinz
Radzim;Pachopieñ
Hieronim;Bo³otiuch
Herman;Tiena
Konrad;Boruszkiewicz
Sobies³aw;Ruguska
Albin;Celiñski
Rafa³;Münzger
Pankracy;Pêpek
Jeremi;Szulczewski
Wiêczys³aw;Felicjanek
Cieszymys³;Jamia³owski
Serafin;Lejnald
Witalis;Chaci¹g
Iwo;Kaci³owska
Bratumi³;Lloyd
Trzebis³aw;Pszenda
Barnabasz;Gierak
Leonard;Walaczek
Ambro¿y;Pahola
Bogdan;S³onima
Wojs³aw;Tryfonow
Witomir;Kotunia
Bertold;Szafiro
Bo¿ydar;Dobrogocki
Goœcirad;Paulsson
Otton;Fajwlowicz
Andrzej;Szumpich
Bratumi³;Kozlak
Dytrych;Naœciuk
Robert;Hornberer
Miligost;Gulszewicz
Bolemir;Babu³a
Prot;Machera
Blandyn;Zame³ka
Enoch;Wêszka
Domarad;Gotlied
Apoloniusz;£a¿ycki
Drogomys³;Goerick
Filip;Pieciunkiewicz
Zygfryd;£êgowa
Bazyl;Waren
¯ytomir;Czuhajewicz
